id	chr	start	end	assigned gene	name	distance (bp)	Dl_Tl10b_DmWG_Max	Dl_Tl10b_DmWG_PositionMax	Twist_Tl10b_DmWG_Max	Twist_Tl10b_DmWG_PositionMax	Snail_Tl10b_DmWG_Max	Snail_Tl10b_DmWG_PositionMax	DTS high confidence	TS high confidence	known DV enhancer	confirmed DV enhancer	putative DV enhancer	references	sna site: 0% conservation	sna site: 20% conservation	sna site: 40% conservation	sna site: 60% conservation	sna site: 80% conservation	sna site: 100% conservation	twi site: 0% conservation	twi site: 20% conservation	twi site: 40% conservation	twi site: 60% conservation	twi site: 80% conservation	twi site: 100% conservation	dl site: 0% conservation	dl site: 20% conservation	dl site: 40% conservation	dl site: 60% conservation	dl site: 80% conservation	dl site: 100% conservation
3L_14419585_14420677	3L	14419585	14420677	CG9598	CG9598	36994	5.202898551	14420227	9.585168019	14420227	11.41375	14420227	1	0	0	0	0		0	0	0	0	0	0	2	2	1	1	0	0	4	2	2	2	2	0
3L_14608653_14609439	3L	14608653	14609439	CG32146	dlp	transcript overlap	1.303312629	14609269	3.901506373	14609269	5.50375	14609269	0	1	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
3L_14716252_14717337	3L	14716252	14717337	CG33261	Trl	transcript overlap	3.406832298	14716905	10.51332561	14716641	15.29	14716641	1	0	0	0	0		4	4	2	2	1	0	2	2	2	0	0	0	0	0	0	0	0	0
3L_14909109_14909938	3L	14909109	14909938	CG13465	CG13465	TSS overlap	3.785714286	14909499	3.304750869	14909499	5.4025	14909499	1	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3L_14911048_14911873	3L	14911048	14911873	CG12487	BobA	TSS overlap	3.829192547	14911158	3.644264195	14911423	6.44	14911423	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0
3L_14921462_14922298	3L	14921462	14922298	CG12487	BobA	10091	1.784679089	14922128	3.641946698	14921572	5.13375	14921572	0	1	0	0	0		2	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	0
3L_14932886_14935033	3L	14932886	14935033	CG5185	Tom	TSS overlap	7.901656315	14933830	10.68366165	14933830	12.98125	14933556	1	0	0	0	0		2	2	2	2	1	1	2	1	1	0	0	0	4	1	1	0	0	0
3L_14937109_14939212	3L	14937109	14939212	CG3096	Brd	TSS overlap	3.320910973	14938589	5.783314021	14938589	8.31375	14938589	1	0	0	0	0		3	2	2	2	1	0	3	3	2	2	1	0	2	1	0	0	0	0
3L_14940007_14941805	3L	14940007	14941805	CG3396	Ocho	107	6.228778468	14941411	5.60023175	14940315	7.52875	14940315	1	0	0	0	0		2	2	1	1	0	0	4	2	0	0	0	0	2	1	1	0	0	0
3L_15004570_15006144	3L	15004570	15006144	CG11551	ind	1685	4.055900621	15004949	6.790266512	15004949	9.25	15004949	1	0	1	0	1	"Weiss et al.,1998, unpublished"	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0
3L_15128284_15129060	3L	15128284	15129060	CG7011	CG7011	TSS overlap	1.002070393	15128800	6.461181924	15128674	9.4975	15128674	0	1	0	0	0		3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
3L_15197953_15198786	3L	15197953	15198786	CG6890	Tollo	2114	2.170807453	15198339	4.916570104	15198339	8.265	15198339	1	0	0	0	0		1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
3L_15199651_15201144	3L	15199651	15201144	CG6890	Tollo	TSS overlap	1.552795031	15201071	6.884125145	15200527	7.68625	15200527	0	1	0	0	0		3	3	2	2	1	0	2	1	1	0	0	0	0	0	0	0	0	0
3L_15227179_15228504	3L	15227179	15228504	CG6890	Tollo	26279	1.795031056	15227554	3.717265353	15227554	5.53125	15227554	0	1	0	0	0		1	1	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0
3L_15528503_15529371	3L	15528503	15529371	CG7427	CG7427	TSS overlap	2.260869565	15528625	3.858632677	15528896	5.25625	15528896	1	0	0	0	0		1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
3L_15668436_15669550	3L	15668436	15669550	CG7554	comm2	3328	1.262939959	15669100	5.746234067	15668820	6.6725	15668820	0	1	0	0	0		2	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0
3L_15767425_15767945	3L	15767425	15767945	CG6244	CG6244	5732	1.782608696	15767535	3.60023175	15767535	5.9075	15767535	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_15770132_15770642	3L	15770132	15770642	CG6244	CG6244	3035	5.086956522	15770472	4.356894554	15770472	6.03125	15770472	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
3L_15772289_15773094	3L	15772289	15773094	CG6244	CG6244	583	4.032091097	15772663	4.818076477	15772663	5.91875	15772663	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
3L_15977816_15978672	3L	15977816	15978672	CG5841	mib1	745	0.989648033	15978198	3.806488992	15978198	7.13875	15978198	0	1	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_15990128_15991700	3L	15990128	15991700	CG13076	Notum	transcript overlap	2.099378882	15990790	4.812282735	15990790	9.23125	15990790	1	0	0	0	0		2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
3L_16269892_16270447	3L	16269892	16270447	CG13043	CG13043	678	1.781573499	16270002	2.996523754	16270002	5.11375	16270002	0	1	0	0	0		1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
3L_16375479_16376479	3L	16375479	16376479	CG4609	fax	transcript overlap	3.538302277	16376091	3.173812283	16375813	5.3275	16375813	1	0	0	0	0		0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
3L_16440643_16441511	3L	16440643	16441511	CG33158 CG4531	argos	transcript overlap	2.380952381	16440753	4.367323291	16441061	8.35125	16441061	1	0	0	0	0		3	2	2	0	0	0	2	1	1	1	1	0	1	0	0	0	0	0
3L_16454293_16455083	3L	16454293	16455083	CG33158	CG33158	transcript overlap	1.466873706	16454839	3.986095017	16454839	6.8075	16454839	0	1	0	0	0		0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
3L_16456050_16457152	3L	16456050	16457152	CG33158	CG33158	transcript overlap	1.738095238	16456702	4.901506373	16456702	8.74	16456702	0	1	0	0	0		2	2	2	2	1	1	3	2	2	2	0	0	0	0	0	0	0	0
3L_16975865_16976730	3L	16975865	16976730	CG6664	CG6664	4709	2.157349896	16976280	4.764774044	16976280	6.86	16976280	1	0	0	0	0		2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_17380816_17382142	3L	17380816	17382142	CG3897	blot	transcript overlap	1.802277433	17381050	5.10428737	17381050	9.125	17381050	0	1	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3L_17461179_17461979	3L	17461179	17461979	CG7571	Oatp74D	transcript overlap	1.741200828	17461809	3.710312862	17461546	5.105	17461809	0	1	0	0	0		4	3	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_17615039_17615820	3L	17615039	17615820	CG32177 CG32179	CG32177 Krn	transcript overlap	1.931677019	17615650	3.74391657	17615371	5.20625	17615371	0	1	0	0	0		1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3L_17634228_17635065	3L	17634228	17635065	CR33683	snmRNA:641	239	4.188405797	17634601	4.41599073	17634601	6.34875	17634601	1	0	0	0	0		1	0	0	0	0	0	3	1	0	0	0	0	2	1	0	0	0	0
3L_17951428_17952211	3L	17951428	17952211	CG8127	Eip75B	transcript overlap	7.841614907	17951787	3.219003476	17951787	5.64375	17951787	1	0	0	0	0		2	2	2	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
3L_18404523_18405363	3L	18404523	18405363	CG13701	skl	TSS overlap	2.008281573	18405053	3.59212051	18405053	6.5475	18405053	1	0	0	0	0		1	1	1	0	0	0	2	1	1	0	0	0	2	1	0	0	0	0
3L_18553572_18554689	3L	18553572	18554689	CG7271	CG7271	TSS overlap	2.751552795	18554241	4.119351101	18554103	6.62625	18554241	1	0	0	0	0		4	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0
3L_18558213_18559470	3L	18558213	18559470	CG4216	term	TSS overlap	2.722567288	18558609	3.682502897	18558609	5.60375	18558609	1	0	0	0	0		6	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
3L_18584351_18585145	3L	18584351	18585145	CG4166	not	transcript overlap	1.281573499	18584987	4.486674392	18584707	5.685	18584707	0	1	0	0	0		1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
3L_18998192_18999254	3L	18998192	18999254	CG11614	nkd	transcript overlap	3.225672878	18998878	5.701042874	18998878	6.4425	18998878	1	0	0	0	0		1	1	1	1	1	0	3	3	2	1	1	1	0	0	0	0	0	0
3L_19023890_19024638	3L	19023890	19024638	CG3797	CG3797	3423	1.685300207	19024280	4.073001159	19024280	5.85375	19024280	0	1	0	0	0		4	3	1	1	1	0	4	4	2	2	1	0	2	1	0	0	0	0
3L_19048142_19048958	3L	19048142	19048958	CG14080	Mkp3	transcript overlap	4.031055901	19048532	7.502896871	19048532	10.86375	19048532	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0
3L_19521696_19522811	3L	19521696	19522811	CG9300	CG9300	4015	1.891304348	19522324	6.126303592	19522061	6.96125	19522061	0	1	0	0	0		2	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
3L_19525953_19526602	3L	19525953	19526602	CR33063	mir-9a	3797	1.34989648	19526432	4.800695249	19526432	6.3275	19526432	0	1	0	0	0		2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
3L_19527121_19528202	3L	19527121	19528202	CR33063	mir-9a	2197	3.775362319	19527752	16.202781	19527752	17.60375	19527752	1	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3L_19804650_19805668	3L	19804650	19805668	CG8287	Rab8	TSS overlap	1.757763975	19804864	3.556199305	19805219	5.44	19805219	0	1	0	0	0		4	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
3L_19831493_19833425	3L	19831493	19833425	CG8103 CG32217	Mi-2 Su(Tpl)	transcript overlap	3.263975155	19831882	3.772885284	19831882	5.46375	19831882	1	0	0	0	0		4	1	1	1	0	0	4	2	2	1	0	0	2	0	0	0	0	0
3L_20334025_20334531	3L	20334025	20334531	CG5408	trbl	transcript overlap	3.092132505	20334361	3.376593279	20334135	6.255	20334361	1	0	0	0	1	"Casal and Leptin, 1996 "	3	3	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
3L_20336151_20337244	3L	20336151	20337244	CG5408	trbl	702	1.675983437	20336807	10.72885284	20336538	17.09	20336538	0	1	0	0	1	"Casal and Leptin, 1996 "	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0
3L_20338381_20339810	3L	20338381	20339810	CG5408	trbl	2932	2.204968944	20339404	4.227114716	20339404	6.3075	20339404	1	0	0	0	1	"Casal and Leptin, 1996 "	4	2	0	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0
3L_20450147_20451594	3L	20450147	20451594	CG5059	CG5059	transcript overlap	2.35610766	20451224	5.643105446	20451224	8.55625	20451224	1	0	0	0	0		3	1	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0
3L_20627042_20628873	3L	20627042	20628873	CG4717	kni	transcript overlap	2.363354037	20628187	4.31170336	20627907	7.01875	20628187	1	0	0	0	0	"Rothe et al., 1994"	4	2	2	0	0	0	1	1	1	0	0	0	4	1	0	0	0	0
3L_20633387_20634232	3L	20633387	20634232	CG4717	kni	4183	3.931677019	20633777	8.375434531	20633777	15.5325	20633777	1	0	0	0	0	"Rothe et al., 1994"	3	3	3	0	0	0	1	1	1	0	0	0	3	2	1	0	0	0
3L_20743232_20743774	3L	20743232	20743774	CG3680	CG3680	TSS overlap	2.504140787	20743445	3.548088065	20743445	5.2625	20743324	1	0	0	0	0		2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_20944693_20945474	3L	20944693	20945474	CG9936	skd	transcript overlap	1.297101449	20944792	2.845886443	20945072	5.3875	20945072	0	1	0	0	0		1	1	1	1	1	0	2	1	1	1	1	1	0	0	0	0	0	0
3L_21000150_21002134	3L	21000150	21002134	CG32434	siz	transcript overlap	2.273291925	21001659	5.298957126	21001379	7.6825	21001379	1	0	0	0	0		3	3	2	0	0	0	5	3	3	0	0	0	9	1	1	0	0	0
3L_21079670_21080452	3L	21079670	21080452	CG10564	Ac78C	transcript overlap	1.761904762	21079751	6.805330243	21080031	10.88375	21080031	0	1	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_21382791_21383624	3L	21382791	21383624	CG5081	Syx7	3128	1.604364326	21383180	3.549295775	21383180	6.462216625	21383180	0	1	0	0	0		2	2	2	1	1	0	0	0	0	0	0	0	5	2	1	1	1	1
3L_21413789_21414814	3L	21413789	21414814	CG5069	croc	3392	4.520872865	21414366	3.867203219	21414366	5.734256927	21414366	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	0	0
3L_21430849_21431769	3L	21430849	21431769	CG7199	Hr78	TSS overlap	1.967741935	21431381	7.958752515	21430973	10.58060453	21430973	0	1	0	0	0		1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
3L_22000182_22000993	3L	22000182	22000993	CG14561	CG14561	208	2.101518027	22000572	3.84305835	22000572	7.371536524	22000572	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3L_22066512_22067071	3L	22066512	22067071	CG12673	olf413	2886	0.885199241	22066622	9.898390342	22066622	18.36649874	22066622	0	1	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_22069204_22070221	3L	22069204	22070221	CG12673	olf413	TSS overlap	1.54459203	22069809	3.687122736	22069809	7.060453401	22069809	0	1	0	0	0		3	1	1	1	1	0	4	1	1	0	0	0	1	0	0	0	0	0
3L_22333862_22335259	3L	22333862	22335259	CG5723	Ten-m	transcript overlap	2.15654649	22334532	8.273641851	22333972	10.91435768	22334252	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3L_22336263_22337863	3L	22336263	22337863	CG5723	Ten-m	transcript overlap	2.617647059	22336894	22.76156942	22336894	22.97103275	22336894	1	0	0	0	0		0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0
3L_22341289_22341559	3L	22341289	22341559	CG5723	Ten-m	transcript overlap	2.30455408	22341389	3.64889336	22341389	5.365239295	22341389	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3L_22521489_22522552	3L	22521489	22522552	CG14459	CG14459	3995	1.466793169	22522159	4.205231388	22522159	6.437027708	22522159	0	1	0	0	0		0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
3L_22651011_22651425	3L	22651011	22651425	CG6838	CG6838	TSS overlap	6.539848197	22651185	3.287726358	22651185	5.479848866	22651185	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_22716809_22717342	3L	22716809	22717342	CG32451	SPoCk	transcript overlap	1.330170778	22716892	3.85915493	22716892	5.976070529	22716892	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_-165_1322	3R	-165	1322	CG12581	CG12581	TSS overlap	1.537950664	614	4.884305835	55	8.518891688	334	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_137048_137901	3R	137048	137901	CG9791	CG9791	TSS overlap	1.685009488	137312	4.249496982	137451	6.468513854	137451	0	1	0	0	0		2	1	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0
3R_173772_174862	3R	173772	174862	CG9768	hkb	1400	1.79886148	174162	5.618712274	174162	9.426952141	174162	0	1	0	0	0	"Hader et al.,2000"	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
3R_297985_299030	3R	297985	299030	CG31523	CG31523	transcript overlap	3.319734345	298647	4.675050302	298647	7.042821159	298367	1	0	0	0	0		1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0
3R_485121_486140	3R	485121	486140	CG31531	CG31531	TSS overlap	2.722960152	485470	6.046277666	485470	10.82367758	485470	1	0	0	0	0		1	1	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0
3R_671775_672589	3R	671775	672589	CG1133	opa	5946	1.190702087	672163	6.352112676	672163	11.09949622	672163	0	1	0	0	0		1	1	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0
3R_673147_673632	3R	673147	673632	CG1133	opa	4903	1.572106262	673462	3.549295775	673257	5.090680101	673257	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_674741_675542	3R	674741	675542	CG1133	opa	2993	1.350094877	675097	3.692152918	674851	5.793450882	674851	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_677966_679248	3R	677966	679248	CG1133	opa	TSS overlap	2.395635674	678616	3.995975855	678616	6.55163728	678616	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_679745_680348	3R	679745	680348	CG1133	opa	transcript overlap	2.722960152	679969	4.69416499	679969	6.978589421	679969	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	4	3	3	2	0	0
3R_683739_684294	3R	683739	684294	CG1133	opa	transcript overlap	2.338709677	683849	3.486921529	683849	7.136020151	683849	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_736099_737212	3R	736099	737212	CG31536	Cdep	TSS overlap	2.079696395	736209	5.392354125	736841	10.87153652	736841	1	0	0	0	0		3	2	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
3R_815525_816333	3R	815525	816333	CG2022	CG2022	1051	1.227703985	815896	5.857142857	816167	9.505037783	815896	0	1	0	0	0		2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
3R_864269_865309	3R	864269	865309	CG2530	corto	47099	2.038899431	864860	7.899396378	865139	12.2418136	865139	1	0	0	0	0		2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
3R_935176_936234	3R	935176	936234	CG12007	CG12007	17576	2.072106262	935797	6.565392354	935520	10.75314861	935520	1	0	0	0	0		3	1	1	1	0	0	3	3	2	2	0	0	2	0	0	0	0	0
3R_987022_987566	3R	987022	987566	CG12591	dpr16	transcript overlap	1.130929791	987132	6.559356137	987132	9.617128463	987132	0	1	0	0	0		4	3	0	0	0	0	3	2	2	0	0	0	1	0	0	0	0	0
3R_1037404_1038512	3R	1037404	1038512	CG2534	cno	transcript overlap	3.028462998	1037794	6.498993964	1037794	11.08312343	1037794	1	0	0	0	0		1	1	1	1	0	0	1	0	0	0	0	0	3	2	1	0	0	0
3R_1342581_1343409	3R	1342581	1343409	CG2902	Nmdar1	transcript overlap	2.934535104	1342959	4.856136821	1342959	8.088161209	1342959	1	0	0	0	0		2	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
3R_1484650_1485254	3R	1484650	1485254	CG2182	CG2182	transcript overlap	1.806451613	1484821	2.636820926	1485099	6.013853904	1484821	0	1	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3R_1495970_1496772	3R	1495970	1496772	CG1347	CG1347	transcript overlap	1.673624288	1496060	5.745472837	1496340	10.38161209	1496340	0	1	0	0	0		2	1	1	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0
3R_1510161_1511458	3R	1510161	1511458	CG2108	Rab23	TSS overlap	1.853889943	1511291	5.598591549	1510262	9.841309824	1510262	0	1	0	0	0		5	2	2	2	1	1	4	3	3	1	1	1	1	0	0	0	0	0
3R_1553443_1554357	3R	1553443	1554357	CG1239	CG1239	4906	2.564516129	1553832	6.804828974	1553832	10.56171285	1553832	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0
3R_1562273_1562890	3R	1562273	1562890	CG1236	CG1236	TSS overlap	2.932637571	1562441	5.019114688	1562441	8.963476071	1562441	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_2104209_2104420	3R	2104209	2104420	CG1154	Osi12	TSS overlap	1.980075901	2104249	2.564386318	2104249	5.173803526	2104249	0	1	0	0	0		2	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
3R_2253616_2254160	3R	2253616	2254160	CG10272	gpp	transcript overlap	2.288425047	2253726	4.47082495	2253726	6.071788413	2253726	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3R_2565178_2566035	3R	2565178	2566035	CG31481	pb	transcript overlap	1.496204934	2565567	3.834004024	2565567	7.852644836	2565567	0	1	0	0	0		3	2	2	2	2	2	2	1	1	1	1	1	2	1	0	0	0	0
3R_2577181_2578190	3R	2577181	2578190	CG1046	zen	1731	1.741935484	2577291	5.391348089	2577291	5.647355164	2577291	0	1	0	0	1	"Doyle et al., 1989; Jiang et al., 1991"	2	2	2	0	0	0	2	2	2	2	1	0	2	1	1	0	0	0
3R_2579787_2581714	3R	2579787	2581714	CG1046	zen	TSS overlap	2.658444023	2581323	5.487927565	2581323	10.0465995	2580251	1	0	1	0	1	"Doyle et al., 1989; Jiang et al., 1991"	4	2	2	2	2	2	2	2	2	2	2	1	4	3	2	2	2	1
3R_2586618_2589105	3R	2586618	2589105	CG2198	Ama	TSS overlap	1.887096774	2587998	4.812877264	2587254	7.710327456	2588278	0	1	0	0	0		1	0	0	0	0	0	3	2	0	0	0	0	2	1	1	1	1	1
3R_2689422_2690469	3R	2689422	2690469	CG2047	ftz	TSS overlap	2.481973435	2690300	3.567404427	2689811	5.64861461	2689811	1	0	0	0	0		2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3R_2691263_2692029	3R	2691263	2692029	CG2047	ftz	1217	2.39943074	2691863	5.912474849	2691607	9.153652393	2691607	1	0	0	0	0		1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
3R_2714300_2714825	3R	2714300	2714825	CG2047	ftz	24254	1.712523719	2714655	3.347082495	2714655	6.5	2714655	0	1	0	0	0		1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3R_2718739_2719479	3R	2718739	2719479	CG2047	ftz	28693	1.780834915	2719041	4.663983903	2719041	6.071788413	2719041	0	1	0	0	0		1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
3R_2742247_2743075	3R	2742247	2743075	CG1028	Antp	transcript overlap	2.221062619	2742632	5.220321932	2742632	9.889168766	2742632	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
3R_2774633_2775201	3R	2774633	2775201	CG1028	Antp	transcript overlap	1.172675522	2774743	3.412474849	2775022	5.379093199	2775022	0	1	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3R_2819923_2821134	3R	2819923	2821134	CG1028	Antp	transcript overlap	3.123339658	2820885	7.047283702	2820604	14.01511335	2820604	1	0	0	0	0		2	1	1	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0
3R_2832380_2833209	3R	2832380	2833209	CG1028	Antp	7430	1.992409867	2832760	3.42555332	2832760	6.700251889	2832760	0	1	0	0	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
3R_2931113_2932162	3R	2931113	2932162	CG1070	Alh	transcript overlap	1.344402277	2931473	5.609657948	2931752	10.45214106	2931752	0	1	0	0	0		2	2	2	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0
3R_2936965_2937990	3R	2936965	2937990	CG1070	Alh	transcript overlap	1.632827324	2937570	5.004024145	2937570	7.25440806	2937570	0	1	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3R_2987942_2988755	3R	2987942	2988755	CG2507	sas	TSS overlap	1.740037951	2988476	4.826961771	2988476	6.76070529	2988476	0	1	0	0	0		3	2	2	2	1	0	2	2	2	2	1	0	0	0	0	0	0	0
3R_3737026_3737627	3R	3737026	3737627	CG2867	Prat	TSS overlap	1.416508539	3737416	3.055331992	3737136	5.818639798	3737136	0	1	0	0	0		3	3	3	1	1	0	3	2	1	1	1	1	0	0	0	0	0	0
3R_3939141_3939926	3R	3939141	3939926	CG7850	puc	transcript overlap	1.74288425	3939493	4.173038229	3939493	5.863979849	3939493	0	1	0	0	0		2	1	1	1	0	0	2	1	1	1	1	0	1	1	1	1	1	0
3R_3942101_3942380	3R	3942101	3942380	CG7850	puc	transcript overlap	1.590132827	3942211	2.489939638	3942211	5.042821159	3942211	0	1	0	0	0		1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_3976922_3977199	3R	3976922	3977199	CG9656	grn	transcript overlap	2.347248577	3977029	3.783702213	3977029	5.98488665	3977029	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_4162208_4162757	3R	4162208	4162757	CG9603	CG9603	4006	2.15085389	4162587	4.309859155	4162587	5.056675063	4162587	1	0	0	0	0		2	2	2	1	1	0	2	2	2	0	0	0	1	0	0	0	0	0
3R_4524571_4525394	3R	4524571	4525394	CG9786	hb	1031	1.124288425	4524681	2.105633803	4524950	5.217884131	4524950	0	1	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R_4526517_4527310	3R	4526517	4527310	CG8112	CG8112	TSS overlap	1.629981025	4526739	3.393360161	4526879	6.356423174	4526879	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3R_4633622_4634930	3R	4633622	4634930	CG9837	CG9837	603	3.183111954	4634008	5.674044266	4634008	7.811083123	4634458	1	0	0	0	0		3	1	1	1	0	0	2	1	0	0	0	0	3	0	0	0	0	0
3R_4667547_4668085	3R	4667547	4668085	CG31349	pyd	transcript overlap	3.269449715	4667665	7.23943662	4667665	11.80982368	4667665	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3R_4682860_4684183	3R	4682860	4684183	CG31349	pyd	transcript overlap	2.111005693	4683746	3.45472837	4683746	5.585642317	4683746	1	0	0	0	0		3	2	2	2	2	2	3	1	0	0	0	0	0	0	0	0	0	0
3R_4801472_4802274	3R	4801472	4802274	CG11967	CG11967	4369	1.90512334	4802104	3.400402414	4802104	5.981108312	4802104	0	1	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3R_4847408_4849288	3R	4847408	4849288	CG11988	neur	transcript overlap	3.892789374	4848281	3.393360161	4847770	6.273299748	4847770	1	0	0	0	0		4	3	2	0	0	0	4	4	4	4	2	2	0	0	0	0	0	0
3R_4849848_4851522	3R	4849848	4851522	CG11988	neur	transcript overlap	3.60341556	4849958	4.988933602	4850797	8.070528967	4850797	1	0	0	0	0		1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3R_4855544_4856298	3R	4855544	4856298	CG11988	neur	transcript overlap	2.989563567	4855912	2.552313883	4855912	5.24559194	4855912	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
